-0.04863,-0.061304,-0.002855,-0.01007,-0.024166,0.060732
-0.052689,-0.065297,-0.00444,-0.014422,-0.030257,0.093411
-0.049941,-0.062508,-0.00311,-0.012692,-0.019996,0.062494
-0.047649,-0.061248,-0.000418,-0.010163,-0.021823,0.062796
-0.048891,-0.061778,0.000409,-0.00987,-0.023869,0.065251
-0.04837,-0.061076,0.001292,-0.009182,-0.022972,0.070416
-0.048049,-0.062396,0.000572,-0.009726,-0.015821,0.069691
-0.046096,-0.058096,0.002831,-0.012264,-0.019857,0.024469
-0.042177,-0.054037,0.007936,-0.007164,-0.01935,0.042949
-0.044502,-0.057761,0.004287,-0.008057,-0.006104,0.039778
-0.04963,-0.057087,0.002617,-0.0104,-0.003357,0.036798
-0.046101,-0.061202,-0.00702,-0.013738,0.006732,0.033437
-0.05042,-0.055897,-0.000107,-0.010144,0.000265,0.022483
-0.049244,-0.059328,-0.001743,-0.012581,-0.011986,0.069821
-0.046264,-0.073619,-0.012399,-0.018564,0.030568,0.061639
-0.044846,-0.064619,-0.005565,-0.014319,-0.000474,0.042298
-0.048551,-0.061941,-0.000846,-0.012627,-0.007099,0.040541
-0.049495,-0.06454,-0.001929,-0.011228,-0.012055,0.047747
-0.048523,-0.06241,0.002622,-0.010177,-0.017406,0.048258
-0.046594,-0.063773,0.002608,-0.012529,-0.024297,0.069691
-0.051108,-0.045009,0.016463,0.000493,-0.030819,0.020591
-0.049634,-0.056613,0.009373,-0.004012,-0.033948,0.070142
-0.050964,-0.060007,0.005718,-0.006616,-0.029285,0.067766
-0.05148,-0.058198,0.004914,-0.007797,-0.024975,0.066962
-0.051001,-0.059844,0.004556,-0.006681,-0.020108,0.05546
-0.049834,-0.058417,0.001962,-0.007067,-0.018811,0.059351
-0.048268,-0.062573,0.000181,-0.010224,-0.013427,0.063387
-0.048286,-0.061518,0.000837,-0.010726,-0.00695,0.054865
-0.047719,-0.062136,-0.001925,-0.010377,-0.003222,0.04877
-0.047426,-0.060769,-0.002055,-0.011469,-0.000511,0.045511
-0.046943,-0.059416,-0.001255,-0.011781,-0.003343,0.042042
-0.045943,-0.059788,-0.001762,-0.012195,0.001929,0.04022
-0.047249,-0.059374,-0.000776,-0.012023,0.000758,0.039416
-0.049086,-0.058463,-0.000442,-0.012818,-0.000962,0.038876
-0.048198,-0.058124,-0.001474,-0.011293,-0.004649,0.040192
-0.04896,-0.059161,-0.001562,-0.011005,-0.006374,0.043167
-0.048826,-0.060997,-0.000814,-0.011883,-0.012697,0.045394
-0.05215,-0.060709,0.000386,-0.011562,-0.017406,0.051959
-0.054126,-0.061801,0.001027,-0.01053,-0.022939,0.05923
-0.051373,-0.062294,-0.000772,-0.009754,-0.024343,0.062117
-0.050848,-0.060788,-0.00179,-0.010414,-0.024213,0.064833
-0.049876,-0.061597,0.000321,-0.011181,-0.022339,0.061722
-0.048193,-0.061434,-0.000205,-0.011716,-0.015858,0.058366
-0.048147,-0.068761,-0.006481,-0.018973,-0.077455,0.262115
-0.030243,-0.065702,-0.010856,-0.016858,0.00809,0.016932
-0.038723,-0.065962,-0.004198,-0.015184,0.001083,0.031159
-0.043507,-0.064028,-0.004152,-0.014543,0.000284,0.035366
-0.045432,-0.064233,-0.006314,-0.015096,0.001348,0.01458
-0.055413,-0.052759,0.004184,-0.006718,-0.008717,-0.001195
-0.054377,-0.05957,-0.003571,-0.008689,-0.011218,0.03466
-0.050132,-0.059179,-0.004184,-0.011135,-0.019494,0.06016
-0.050536,-0.061434,-0.005844,-0.012065,-0.021223,0.065112
-0.048942,-0.062703,-0.005956,-0.010117,-0.022967,0.065418
-0.04797,-0.068519,-0.010205,-0.01299,-0.028286,0.132413
-0.023027,-0.055525,-0.006388,-0.007327,-0.010521,-0.033339
-0.037598,-0.055771,0.001102,-0.00689,-0.011744,0.036366
-0.041689,-0.057924,0.00027,-0.009233,-0.003482,0.039392
-0.04294,-0.063884,-0.002018,-0.013859,-0.003575,0.079333
-0.044841,-0.060128,-0.002752,-0.012874,0.001869,0.041164
-0.033172,-0.06314,-0.005737,-0.01551,0.016918,0.016435
-0.056078,-0.058533,-0.001729,-0.006132,-0.030503,0.022874
-0.052875,-0.059365,-0.003533,-0.009698,-0.021702,0.053837
-0.052489,-0.062461,-0.006472,-0.010461,-0.023906,0.073545
-0.047914,-0.051722,0.000163,-0.00795,-0.022483,0.022674
-0.048286,-0.057254,-0.002529,-0.007931,-0.028253,0.069184
-0.048477,-0.059872,-0.00365,-0.007169,-0.021289,0.058868
-0.050606,-0.057733,-0.002924,-0.007666,-0.016095,0.058686
-0.051373,-0.059175,-0.005151,-0.008796,-0.008889,0.053865
-0.050913,-0.060323,-0.006165,-0.009252,-0.003268,0.047403
-0.051299,-0.061118,-0.004305,-0.009461,0.000907,0.043572
-0.049927,-0.060848,-0.004049,-0.010265,0.00179,0.041977
-0.050657,-0.059351,-0.003468,-0.009977,0.000163,0.03902
-0.049653,-0.060713,-0.003031,-0.010688,-0.003366,0.044097
-0.047259,-0.060997,-0.003924,-0.011014,-0.009694,0.049918
-0.047621,-0.066334,-0.005221,-0.011744,-0.021047,0.070997
-0.051448,-0.071207,-0.010577,-0.019076,-0.026537,0.121427
-0.045915,-0.051843,-0.007067,-0.01418,-0.034897,0.074247
-0.05055,-0.055771,-0.005788,-0.014566,-0.019815,0.05035
-0.051931,-0.064382,-0.003863,-0.015226,0.026272,-0.050067
-0.039076,-0.051257,0.006365,-0.007439,-0.021409,0.046626
-0.044618,-0.056348,0.003343,-0.011637,-0.014547,0.060848
-0.04479,-0.055985,0.000786,-0.013506,-0.004835,0.049011
-0.045292,-0.05493,0.001567,-0.01424,-0.002334,0.04916
-0.045418,-0.05924,-0.000149,-0.013659,0.013315,0.038969
-0.045204,-0.059086,-0.001041,-0.021902,0.006142,0.004142
-0.048719,-0.076502,-0.036203,-0.01107,0.048128,3.311543
-0.044795,-0.091435,-0.003622,3.002815,0.09409,6.299364
0.02776,0.012348,0.071179,5.132833,0.244723,6.492644
6.267666,0.473526,3.450055,4.915127,4.60837,0.859286
7.430296,-2.264895,14.841762,4.541915,-1.320632,-2.28478
7.071427,-4.934268,15.096759,4.162204,-1.958897,-3.156944
6.368627,-4.077841,15.210437,3.7834,-1.777663,-4.180034
5.574732,-3.405809,15.003284,3.461027,-1.309613,-4.648232
4.843581,-3.097133,14.448016,3.248751,-0.77058,-4.891835
3.809626,-2.753415,13.787151,3.047391,-0.262162,-5.238699
3.069567,-2.506266,12.982516,2.860127,0.06937,-5.348452
2.467989,-2.026128,12.151181,2.082099,0.059026,-5.759187
1.415879,-0.076293,11.232771,1.429859,0.087809,-6.703218
2.938522,0.336915,10.141655,0.793891,-1.418999,-7.718446
3.446573,0.432512,10.514146,0.738743,-3.335132,-8.395652
4.198361,1.255469,10.125509,0.648502,-2.540084,-8.632983
2.38523,0.589737,8.254973,0.447877,-1.065383,-8.558935
2.236335,0.686263,7.345904,0.56399,-0.565766,-8.551404
2.483132,0.78165,6.499575,0.738994,-0.3142,-8.592959
2.27842,0.889427,5.822909,0.820228,-0.180918,-8.548215
1.874152,0.838681,5.235719,0.805477,-0.177835,-8.450735
1.620819,0.661887,4.675816,0.778539,-0.063986,-8.159517
1.364422,0.796927,4.258656,0.719332,-0.032781,-7.865969
1.066253,0.770785,3.962653,0.685775,-0.035636,-7.741516
0.706366,0.693595,3.709381,0.601588,-0.075293,-7.467117
0.40351,0.610774,3.540542,0.526843,-0.127378,-7.322598
0.124774,0.496275,3.335272,0.47262,-0.081356,-7.1662
0.033139,0.479245,3.140463,0.426719,-0.126541,-7.051984
-0.066785,0.27537,2.987905,0.386829,-0.060351,-6.885869
-0.162953,0.117917,2.715766,0.379553,-0.07467,-6.488566
-0.213629,0.00775,2.535918,0.35302,-0.016942,-6.372639
-0.258489,-0.096228,2.36826,0.343224,0.021586,-6.095122
-0.279833,-0.224815,2.235331,0.329156,-0.045799,-5.929783
-0.295975,-0.106391,2.144008,0.316552,-0.105006,-5.795139
-0.31387,-0.053396,2.036217,0.309104,-0.057952,-5.683954
-0.313595,-0.156096,1.910624,0.298699,-0.061894,-5.528012
-0.319053,-0.189035,1.824331,0.29293,-0.035106,-5.376259
-0.308463,-0.245536,1.733654,0.281135,-0.046352,-5.188632
-0.24734,-0.327371,1.630908,0.264584,0.053196,-4.957416
-0.211081,-0.398866,1.542922,0.260176,0.025054,-4.745628
-0.2264,-0.446501,1.431152,0.236712,-0.048658,-4.485647
-0.218325,-0.490584,1.304727,0.228832,0.097405,-4.176338
-0.267676,-0.490073,1.196634,0.223722,0.013771,-4.063433
-0.324605,-0.492137,1.162923,0.196999,-0.008317,-3.841273
-0.312707,-0.095145,1.077792,0.181438,0.050332,-3.577103
-0.338571,-0.093602,1.04416,0.186854,0.023818,-3.354626
-0.32354,-0.140103,0.981522,0.189886,0.138857,-3.156349
-0.318054,-0.195702,0.963037,0.190936,-0.04188,-2.968825
-0.324921,-0.254198,0.930609,0.192206,0.125304,-2.837528
-0.316059,-0.323642,0.911501,0.188956,0.03459,-2.681446
-0.291633,-0.451248,0.876265,0.1722,0.161224,-2.5679
-0.310615,-0.876641,0.876176,0.161716,-0.015868,-2.543106
-0.353071,-1.22749,0.829755,0.164027,0.02902,-2.378581
-0.355252,-1.515097,0.80848,0.164185,-0.034278,-2.307765
-0.305808,-1.362934,0.768785,0.139614,-0.041043,-2.151195
-0.288053,-1.244488,0.731704,0.137262,-0.005705,-2.014436
-0.364322,-1.166851,0.740161,0.138991,-0.013245,-1.904766
-0.370534,-1.078699,0.716478,0.139652,-0.03446,-1.868563
-0.367028,-1.018952,0.695794,0.147016,-0.047519,-1.751353
-0.403859,-0.956895,0.697997,0.152558,-0.01126,-1.654153
-0.408503,-0.879166,0.673775,0.154106,-0.088046,-1.683699
-0.453912,-0.826045,0.655234,0.152665,-0.038858,-1.652191
-0.440848,-0.797731,0.645025,0.154031,-0.096331,-1.557228
-0.494471,-0.757497,0.626651,0.150191,-0.010028,-1.503176
-0.472174,-0.724642,0.625638,0.143817,-0.09203,-1.436684
-0.457664,-0.702265,0.621249,0.147695,-0.105727,-1.42329
-0.392575,-0.68498,0.578072,0.152911,-0.187654,-1.370094
-0.386025,-0.668908,0.551851,0.157021,-0.039555,-1.340167
-0.381771,-0.657113,0.537532,0.144194,-0.123579,-1.252931
-0.456501,-0.650264,0.531371,0.146225,0.009452,-1.227514
-0.491435,-0.6384,0.528875,0.147369,-0.125434,-1.17191
-0.47023,-0.634183,0.538471,0.14981,-0.184409,-1.153573
-0.434952,-0.650678,0.520581,0.13311,-0.17751,-1.104381
-0.350519,-0.65271,0.498441,0.132594,-0.095071,-1.121727
-0.322489,-0.62455,0.477171,0.143543,-0.131046,-1.033523
-0.314028,-0.616116,0.462871,0.147165,-0.125676,-1.027795
-0.280814,-0.60944,0.462099,0.154719,-0.145519,-1.040878
-0.242919,-0.597348,0.447645,0.154771,-0.189928,-0.96935
-0.24224,-0.597543,0.443209,0.160233,-0.139126,-0.879589
-0.235494,-0.593484,0.434129,0.153023,-0.122803,-0.898409
-0.225122,-0.587496,0.414278,0.150135,-0.055195,-0.914862
-0.223722,-0.578063,0.438216,0.147862,-0.159861,-0.834483
-0.251162,-0.561131,0.428862,0.14583,-0.105634,-0.867641
-0.268921,-0.556091,0.422214,0.149689,-0.192471,-0.841289
-0.239027,-0.55127,0.420084,0.151205,-0.224378,-0.817597
-0.274691,-0.545003,0.418508,0.1559,-0.221691,-0.769757
-0.283385,-0.544928,0.401297,0.154361,-0.142162,-0.743736
-0.294524,-0.542269,0.387271,0.157346,-0.222132,-0.770501
-0.29988,-0.535388,0.372658,0.153134,-0.267383,-0.757321
-0.294487,-0.517117,0.36733,0.152716,-0.108465,-0.714548
-0.33155,-0.502068,0.358218,0.151781,-0.224503,-0.690456
-0.341211,-0.498409,0.358148,0.149861,-0.255346,-0.703604
-0.339951,-0.490784,0.356581,0.14179,-0.171103,-0.658084
-0.298425,-0.483355,0.344498,0.132334,-0.208608,-0.690387
-0.338189,-0.500296,0.357497,0.099915,-0.224364,-0.64151
-0.329323,-0.49342,0.370878,0.116466,-0.303902,-0.571931
-0.335572,-0.483085,0.356461,0.118093,-0.307747,-0.552678
-0.34594,-0.476349,0.336255,0.111538,-0.178932,-0.544886
-0.326013,-0.464038,0.328022,0.12218,-0.225954,-0.526225
-0.291526,-0.459156,0.312926,0.112937,-0.195971,-0.554882
-0.315873,-0.456562,0.317784,0.116926,-0.247089,-0.568606
-0.317956,-0.444604,0.322991,0.116922,-0.169857,-0.582898
-0.313349,-0.442061,0.305264,0.118949,-0.169085,-0.522473
-0.328872,-0.438058,0.30539,0.115769,-0.257564,-0.5123
-0.31459,-0.438044,0.294631,0.101951,-0.279461,-0.56988
-0.320727,-0.429931,0.28908,0.109534,-0.14941,-0.553227
-0.306329,-0.427523,0.275918,0.109632,-0.261227,-0.547044
-0.271492,-0.426942,0.2749,0.106777,-0.113798,-0.549698
-0.251659,-0.413631,0.267076,0.111691,-0.139233,-0.523747
-0.256076,-0.406304,0.267373,0.114044,-0.186427,-0.551772
-0.225563,-0.404682,0.25861,0.103011,-0.213536,-0.548071
-0.231254,-0.390892,0.268805,0.102393,-0.093499,-0.562116
-0.23084,-0.386978,0.274454,0.103128,-0.152627,-0.519125
-0.221365,-0.388647,0.262687,0.099315,-0.199714,-0.507293
-0.211639,-0.37383,0.263877,0.101412,-0.25675,-0.501175
-0.178644,-0.376229,0.243081,0.088804,-0.171001,-0.464809
-0.182614,-0.375369,0.218878,0.084624,0.001227,-0.4866
-0.200742,-0.368056,0.243458,0.093406,-0.338413,-0.49157
-0.21826,-0.370603,0.22481,0.099427,-0.141874,-0.497033
-0.220342,-0.364936,0.236131,0.109274,-0.191931,-0.512235
-0.238437,-0.360101,0.239037,0.10965,-0.142581,-0.507693
-0.247996,-0.353132,0.243607,0.089747,-0.080114,-0.534105
-0.283329,-0.351412,0.256587,0.114328,-0.168165,-0.488185
-0.289964,-0.348531,0.236666,0.119744,-0.152153,-0.462564
-0.267945,-0.350235,0.21912,0.120362,-0.100245,-0.4544
-0.284003,-0.341588,0.236182,0.132696,-0.216386,-0.463996
-0.272371,-0.337445,0.233797,0.13874,-0.16088,-0.508981
-0.264207,-0.333377,0.225777,0.131674,-0.22859,-0.487144
-0.253468,-0.339979,0.226033,0.144389,-0.161321,-0.515253
-0.239557,-0.346446,0.221463,0.161716,-0.163065,-0.524402
-0.224926,-0.342894,0.221505,0.162484,-0.205716,-0.524635
-0.20778,-0.346172,0.221272,0.166384,-0.178319,-0.526541
-0.188649,-0.330602,0.21878,0.167282,-0.175887,-0.503095
-0.160043,-0.338478,0.193638,0.16505,-0.073447,-0.488255
-0.151637,-0.328487,0.181633,0.159466,-0.045711,-0.460964
-0.150865,-0.335367,0.179941,0.15392,-0.100236,-0.47236
-0.153106,-0.334819,0.166115,0.160749,-0.057361,-0.490389
-0.164757,-0.323456,0.167189,0.174906,-0.149675,-0.50608
-0.164515,-0.340133,0.176287,0.171982,-0.107879,-0.476349
-0.178612,-0.336046,0.167142,0.177858,-0.109641,-0.546486
-0.241715,-0.315976,0.188682,0.190676,-0.163776,-0.560061
-0.232119,-0.308146,0.172791,0.19964,-0.185688,-0.562851
-0.229218,-0.300545,0.168653,0.204117,-0.157979,-0.614596
-0.22515,-0.30147,0.183098,0.205925,-0.207004,-0.560563
